group_index	first_timestamp	last_timestamp	crosses_calendar_hour
168	2006-12-23 17:24:00	2006-12-23 18:23:00	true
169	2006-12-23 18:24:00	2006-12-23 19:23:00	true
170	2006-12-23 19:24:00	2006-12-23 20:23:00	true
171	2006-12-23 20:24:00	2006-12-23 21:23:00	true
172	2006-12-23 21:24:00	2006-12-23 22:23:00	true
173	2006-12-23 22:24:00	2006-12-23 23:23:00	true
174	2006-12-23 23:24:00	2006-12-24 00:23:00	true
175	2006-12-24 00:24:00	2006-12-24 01:23:00	true
176	2006-12-24 01:24:00	2006-12-24 02:23:00	true
177	2006-12-24 02:24:00	2006-12-24 03:23:00	true
178	2006-12-24 03:24:00	2006-12-24 04:23:00	true
179	2006-12-24 04:24:00	2006-12-24 05:23:00	true
180	2006-12-24 05:24:00	2006-12-24 06:23:00	true
181	2006-12-24 06:24:00	2006-12-24 07:23:00	true
182	2006-12-24 07:24:00	2006-12-24 08:23:00	true
183	2006-12-24 08:24:00	2006-12-24 09:23:00	true
184	2006-12-24 09:24:00	2006-12-24 10:23:00	true
185	2006-12-24 10:24:00	2006-12-24 11:23:00	true
186	2006-12-24 11:24:00	2006-12-24 12:23:00	true
187	2006-12-24 12:24:00	2006-12-24 13:23:00	true
188	2006-12-24 13:24:00	2006-12-24 14:23:00	true
189	2006-12-24 14:24:00	2006-12-24 15:23:00	true
190	2006-12-24 15:24:00	2006-12-24 16:23:00	true
191	2006-12-24 16:24:00	2006-12-24 17:23:00	true
192	2006-12-24 17:24:00	2006-12-24 18:23:00	true
193	2006-12-24 18:24:00	2006-12-24 19:23:00	true
194	2006-12-24 19:24:00	2006-12-24 20:23:00	true
195	2006-12-24 20:24:00	2006-12-24 21:23:00	true
196	2006-12-24 21:24:00	2006-12-24 22:23:00	true
197	2006-12-24 22:24:00	2006-12-24 23:23:00	true
198	2006-12-24 23:24:00	2006-12-25 00:23:00	true
199	2006-12-25 00:24:00	2006-12-25 01:23:00	true
200	2006-12-25 01:24:00	2006-12-25 02:23:00	true
201	2006-12-25 02:24:00	2006-12-25 03:23:00	true
202	2006-12-25 03:24:00	2006-12-25 04:23:00	true
203	2006-12-25 04:24:00	2006-12-25 05:23:00	true
204	2006-12-25 05:24:00	2006-12-25 06:23:00	true
205	2006-12-25 06:24:00	2006-12-25 07:23:00	true
206	2006-12-25 07:24:00	2006-12-25 08:23:00	true
207	2006-12-25 08:24:00	2006-12-25 09:23:00	true
208	2006-12-25 09:24:00	2006-12-25 10:23:00	true
209	2006-12-25 10:24:00	2006-12-25 11:23:00	true
210	2006-12-25 11:24:00	2006-12-25 12:23:00	true
211	2006-12-25 12:24:00	2006-12-25 13:23:00	true
212	2006-12-25 13:24:00	2006-12-25 14:23:00	true
213	2006-12-25 14:24:00	2006-12-25 15:23:00	true
214	2006-12-25 15:24:00	2006-12-25 16:23:00	true
215	2006-12-25 16:24:00	2006-12-25 17:23:00	true
216	2006-12-25 17:24:00	2006-12-25 18:23:00	true
217	2006-12-25 18:24:00	2006-12-25 19:23:00	true
218	2006-12-25 19:24:00	2006-12-25 20:23:00	true
219	2006-12-25 20:24:00	2006-12-25 21:23:00	true
220	2006-12-25 21:24:00	2006-12-25 22:23:00	true
221	2006-12-25 22:24:00	2006-12-25 23:23:00	true
222	2006-12-25 23:24:00	2006-12-26 00:23:00	true
223	2006-12-26 00:24:00	2006-12-26 01:23:00	true
224	2006-12-26 01:24:00	2006-12-26 02:23:00	true
225	2006-12-26 02:24:00	2006-12-26 03:23:00	true
226	2006-12-26 03:24:00	2006-12-26 04:23:00	true
227	2006-12-26 04:24:00	2006-12-26 05:23:00	true
228	2006-12-26 05:24:00	2006-12-26 06:23:00	true
229	2006-12-26 06:24:00	2006-12-26 07:23:00	true
230	2006-12-26 07:24:00	2006-12-26 08:23:00	true
231	2006-12-26 08:24:00	2006-12-26 09:23:00	true
232	2006-12-26 09:24:00	2006-12-26 10:23:00	true
233	2006-12-26 10:24:00	2006-12-26 11:23:00	true
234	2006-12-26 11:24:00	2006-12-26 12:23:00	true
235	2006-12-26 12:24:00	2006-12-26 13:23:00	true
236	2006-12-26 13:24:00	2006-12-26 14:23:00	true
237	2006-12-26 14:24:00	2006-12-26 15:23:00	true
238	2006-12-26 15:24:00	2006-12-26 16:23:00	true
239	2006-12-26 16:24:00	2006-12-26 17:23:00	true
240	2006-12-26 17:24:00	2006-12-26 18:23:00	true
241	2006-12-26 18:24:00	2006-12-26 19:23:00	true
242	2006-12-26 19:24:00	2006-12-26 20:23:00	true
243	2006-12-26 20:24:00	2006-12-26 21:23:00	true
244	2006-12-26 21:24:00	2006-12-26 22:23:00	true
245	2006-12-26 22:24:00	2006-12-26 23:23:00	true
246	2006-12-26 23:24:00	2006-12-27 00:23:00	true
247	2006-12-27 00:24:00	2006-12-27 01:23:00	true
248	2006-12-27 01:24:00	2006-12-27 02:23:00	true
249	2006-12-27 02:24:00	2006-12-27 03:23:00	true
250	2006-12-27 03:24:00	2006-12-27 04:23:00	true
251	2006-12-27 04:24:00	2006-12-27 05:23:00	true
252	2006-12-27 05:24:00	2006-12-27 06:23:00	true
253	2006-12-27 06:24:00	2006-12-27 07:23:00	true
254	2006-12-27 07:24:00	2006-12-27 08:23:00	true
255	2006-12-27 08:24:00	2006-12-27 09:23:00	true
256	2006-12-27 09:24:00	2006-12-27 10:23:00	true
257	2006-12-27 10:24:00	2006-12-27 11:23:00	true
258	2006-12-27 11:24:00	2006-12-27 12:23:00	true
259	2006-12-27 12:24:00	2006-12-27 13:23:00	true
260	2006-12-27 13:24:00	2006-12-27 14:23:00	true
261	2006-12-27 14:24:00	2006-12-27 15:23:00	true
262	2006-12-27 15:24:00	2006-12-27 16:23:00	true
263	2006-12-27 16:24:00	2006-12-27 17:23:00	true
264	2006-12-27 17:24:00	2006-12-27 18:23:00	true
265	2006-12-27 18:24:00	2006-12-27 19:23:00	true
266	2006-12-27 19:24:00	2006-12-27 20:23:00	true
267	2006-12-27 20:24:00	2006-12-27 21:23:00	true
268	2006-12-27 21:24:00	2006-12-27 22:23:00	true
269	2006-12-27 22:24:00	2006-12-27 23:23:00	true
270	2006-12-27 23:24:00	2006-12-28 00:23:00	true
271	2006-12-28 00:24:00	2006-12-28 01:23:00	true
272	2006-12-28 01:24:00	2006-12-28 02:23:00	true
273	2006-12-28 02:24:00	2006-12-28 03:23:00	true
274	2006-12-28 03:24:00	2006-12-28 04:23:00	true
275	2006-12-28 04:24:00	2006-12-28 05:23:00	true
276	2006-12-28 05:24:00	2006-12-28 06:23:00	true
277	2006-12-28 06:24:00	2006-12-28 07:23:00	true
278	2006-12-28 07:24:00	2006-12-28 08:23:00	true
279	2006-12-28 08:24:00	2006-12-28 09:23:00	true
280	2006-12-28 09:24:00	2006-12-28 10:23:00	true
281	2006-12-28 10:24:00	2006-12-28 11:23:00	true
282	2006-12-28 11:24:00	2006-12-28 12:23:00	true
283	2006-12-28 12:24:00	2006-12-28 13:23:00	true
284	2006-12-28 13:24:00	2006-12-28 14:23:00	true
285	2006-12-28 14:24:00	2006-12-28 15:23:00	true
286	2006-12-28 15:24:00	2006-12-28 16:23:00	true
287	2006-12-28 16:24:00	2006-12-28 17:23:00	true
288	2006-12-28 17:24:00	2006-12-28 18:23:00	true
289	2006-12-28 18:24:00	2006-12-28 19:23:00	true
290	2006-12-28 19:24:00	2006-12-28 20:23:00	true
291	2006-12-28 20:24:00	2006-12-28 21:23:00	true
292	2006-12-28 21:24:00	2006-12-28 22:23:00	true
293	2006-12-28 22:24:00	2006-12-28 23:23:00	true
294	2006-12-28 23:24:00	2006-12-29 00:23:00	true
295	2006-12-29 00:24:00	2006-12-29 01:23:00	true
296	2006-12-29 01:24:00	2006-12-29 02:23:00	true
297	2006-12-29 02:24:00	2006-12-29 03:23:00	true
298	2006-12-29 03:24:00	2006-12-29 04:23:00	true
299	2006-12-29 04:24:00	2006-12-29 05:23:00	true
300	2006-12-29 05:24:00	2006-12-29 06:23:00	true
301	2006-12-29 06:24:00	2006-12-29 07:23:00	true
302	2006-12-29 07:24:00	2006-12-29 08:23:00	true
303	2006-12-29 08:24:00	2006-12-29 09:23:00	true
304	2006-12-29 09:24:00	2006-12-29 10:23:00	true
305	2006-12-29 10:24:00	2006-12-29 11:23:00	true
306	2006-12-29 11:24:00	2006-12-29 12:23:00	true
307	2006-12-29 12:24:00	2006-12-29 13:23:00	true
308	2006-12-29 13:24:00	2006-12-29 14:23:00	true
309	2006-12-29 14:24:00	2006-12-29 15:23:00	true
310	2006-12-29 15:24:00	2006-12-29 16:23:00	true
311	2006-12-29 16:24:00	2006-12-29 17:23:00	true
312	2006-12-29 17:24:00	2006-12-29 18:23:00	true
313	2006-12-29 18:24:00	2006-12-29 19:23:00	true
314	2006-12-29 19:24:00	2006-12-29 20:23:00	true
315	2006-12-29 20:24:00	2006-12-29 21:23:00	true
316	2006-12-29 21:24:00	2006-12-29 22:23:00	true
317	2006-12-29 22:24:00	2006-12-29 23:23:00	true
318	2006-12-29 23:24:00	2006-12-30 00:23:00	true
319	2006-12-30 00:24:00	2006-12-30 01:23:00	true
320	2006-12-30 01:24:00	2006-12-30 02:23:00	true
321	2006-12-30 02:24:00	2006-12-30 03:23:00	true
322	2006-12-30 03:24:00	2006-12-30 04:23:00	true
323	2006-12-30 04:24:00	2006-12-30 05:23:00	true
324	2006-12-30 05:24:00	2006-12-30 06:23:00	true
325	2006-12-30 06:24:00	2006-12-30 07:23:00	true
326	2006-12-30 07:24:00	2006-12-30 08:23:00	true
327	2006-12-30 08:24:00	2006-12-30 09:23:00	true
328	2006-12-30 09:24:00	2006-12-30 10:23:00	true
329	2006-12-30 10:24:00	2006-12-30 11:23:00	true
330	2006-12-30 11:24:00	2006-12-30 12:23:00	true
331	2006-12-30 12:24:00	2006-12-30 13:23:00	true
332	2006-12-30 13:24:00	2006-12-30 14:23:00	true
333	2006-12-30 14:24:00	2006-12-30 15:23:00	true
334	2006-12-30 15:24:00	2006-12-30 16:23:00	true
335	2006-12-30 16:24:00	2006-12-30 17:23:00	true
336	2006-12-30 17:24:00	2006-12-30 18:23:00	true
337	2006-12-30 18:24:00	2006-12-30 19:23:00	true
338	2006-12-30 19:24:00	2006-12-30 20:23:00	true
339	2006-12-30 20:24:00	2006-12-30 21:23:00	true
340	2006-12-30 21:24:00	2006-12-30 22:23:00	true
341	2006-12-30 22:24:00	2006-12-30 23:23:00	true
342	2006-12-30 23:24:00	2006-12-31 00:23:00	true
343	2006-12-31 00:24:00	2006-12-31 01:23:00	true
344	2006-12-31 01:24:00	2006-12-31 02:23:00	true
345	2006-12-31 02:24:00	2006-12-31 03:23:00	true
346	2006-12-31 03:24:00	2006-12-31 04:23:00	true
347	2006-12-31 04:24:00	2006-12-31 05:23:00	true
348	2006-12-31 05:24:00	2006-12-31 06:23:00	true
349	2006-12-31 06:24:00	2006-12-31 07:23:00	true
350	2006-12-31 07:24:00	2006-12-31 08:23:00	true
351	2006-12-31 08:24:00	2006-12-31 09:23:00	true
352	2006-12-31 09:24:00	2006-12-31 10:23:00	true
353	2006-12-31 10:24:00	2006-12-31 11:23:00	true
354	2006-12-31 11:24:00	2006-12-31 12:23:00	true
355	2006-12-31 12:24:00	2006-12-31 13:23:00	true
356	2006-12-31 13:24:00	2006-12-31 14:23:00	true
357	2006-12-31 14:24:00	2006-12-31 15:23:00	true
358	2006-12-31 15:24:00	2006-12-31 16:23:00	true
359	2006-12-31 16:24:00	2006-12-31 17:23:00	true
360	2006-12-31 17:24:00	2006-12-31 18:23:00	true
361	2006-12-31 18:24:00	2006-12-31 19:23:00	true
362	2006-12-31 19:24:00	2006-12-31 20:23:00	true
363	2006-12-31 20:24:00	2006-12-31 21:23:00	true
364	2006-12-31 21:24:00	2006-12-31 22:23:00	true
365	2006-12-31 22:24:00	2006-12-31 23:23:00	true
366	2006-12-31 23:24:00	2007-01-01 00:23:00	true
367	2007-01-01 00:24:00	2007-01-01 01:23:00	true
368	2007-01-01 01:24:00	2007-01-01 02:23:00	true
369	2007-01-01 02:24:00	2007-01-01 03:23:00	true
370	2007-01-01 03:24:00	2007-01-01 04:23:00	true
371	2007-01-01 04:24:00	2007-01-01 05:23:00	true
372	2007-01-01 05:24:00	2007-01-01 06:23:00	true
373	2007-01-01 06:24:00	2007-01-01 07:23:00	true
374	2007-01-01 07:24:00	2007-01-01 08:23:00	true
375	2007-01-01 08:24:00	2007-01-01 09:23:00	true
376	2007-01-01 09:24:00	2007-01-01 10:23:00	true
377	2007-01-01 10:24:00	2007-01-01 11:23:00	true
378	2007-01-01 11:24:00	2007-01-01 12:23:00	true
379	2007-01-01 12:24:00	2007-01-01 13:23:00	true
380	2007-01-01 13:24:00	2007-01-01 14:23:00	true
381	2007-01-01 14:24:00	2007-01-01 15:23:00	true
382	2007-01-01 15:24:00	2007-01-01 16:23:00	true
383	2007-01-01 16:24:00	2007-01-01 17:23:00	true
384	2007-01-01 17:24:00	2007-01-01 18:23:00	true
385	2007-01-01 18:24:00	2007-01-01 19:23:00	true
386	2007-01-01 19:24:00	2007-01-01 20:23:00	true
387	2007-01-01 20:24:00	2007-01-01 21:23:00	true
388	2007-01-01 21:24:00	2007-01-01 22:23:00	true
389	2007-01-01 22:24:00	2007-01-01 23:23:00	true
390	2007-01-01 23:24:00	2007-01-02 00:23:00	true
391	2007-01-02 00:24:00	2007-01-02 01:23:00	true
392	2007-01-02 01:24:00	2007-01-02 02:23:00	true
393	2007-01-02 02:24:00	2007-01-02 03:23:00	true
394	2007-01-02 03:24:00	2007-01-02 04:23:00	true
395	2007-01-02 04:24:00	2007-01-02 05:23:00	true
396	2007-01-02 05:24:00	2007-01-02 06:23:00	true
397	2007-01-02 06:24:00	2007-01-02 07:23:00	true
398	2007-01-02 07:24:00	2007-01-02 08:23:00	true
399	2007-01-02 08:24:00	2007-01-02 09:23:00	true
400	2007-01-02 09:24:00	2007-01-02 10:23:00	true
401	2007-01-02 10:24:00	2007-01-02 11:23:00	true
402	2007-01-02 11:24:00	2007-01-02 12:23:00	true
403	2007-01-02 12:24:00	2007-01-02 13:23:00	true
404	2007-01-02 13:24:00	2007-01-02 14:23:00	true
405	2007-01-02 14:24:00	2007-01-02 15:23:00	true
406	2007-01-02 15:24:00	2007-01-02 16:23:00	true
407	2007-01-02 16:24:00	2007-01-02 17:23:00	true
408	2007-01-02 17:24:00	2007-01-02 18:23:00	true
409	2007-01-02 18:24:00	2007-01-02 19:23:00	true
410	2007-01-02 19:24:00	2007-01-02 20:23:00	true
411	2007-01-02 20:24:00	2007-01-02 21:23:00	true
412	2007-01-02 21:24:00	2007-01-02 22:23:00	true
413	2007-01-02 22:24:00	2007-01-02 23:23:00	true
414	2007-01-02 23:24:00	2007-01-03 00:23:00	true
415	2007-01-03 00:24:00	2007-01-03 01:23:00	true
416	2007-01-03 01:24:00	2007-01-03 02:23:00	true
417	2007-01-03 02:24:00	2007-01-03 03:23:00	true
418	2007-01-03 03:24:00	2007-01-03 04:23:00	true
419	2007-01-03 04:24:00	2007-01-03 05:23:00	true
420	2007-01-03 05:24:00	2007-01-03 06:23:00	true
421	2007-01-03 06:24:00	2007-01-03 07:23:00	true
422	2007-01-03 07:24:00	2007-01-03 08:23:00	true
423	2007-01-03 08:24:00	2007-01-03 09:23:00	true
424	2007-01-03 09:24:00	2007-01-03 10:23:00	true
425	2007-01-03 10:24:00	2007-01-03 11:23:00	true
426	2007-01-03 11:24:00	2007-01-03 12:23:00	true
427	2007-01-03 12:24:00	2007-01-03 13:23:00	true
428	2007-01-03 13:24:00	2007-01-03 14:23:00	true
429	2007-01-03 14:24:00	2007-01-03 15:23:00	true
430	2007-01-03 15:24:00	2007-01-03 16:23:00	true
431	2007-01-03 16:24:00	2007-01-03 17:23:00	true
432	2007-01-03 17:24:00	2007-01-03 18:23:00	true
433	2007-01-03 18:24:00	2007-01-03 19:23:00	true
434	2007-01-03 19:24:00	2007-01-03 20:23:00	true
435	2007-01-03 20:24:00	2007-01-03 21:23:00	true
436	2007-01-03 21:24:00	2007-01-03 22:23:00	true
437	2007-01-03 22:24:00	2007-01-03 23:23:00	true
438	2007-01-03 23:24:00	2007-01-04 00:23:00	true
439	2007-01-04 00:24:00	2007-01-04 01:23:00	true
440	2007-01-04 01:24:00	2007-01-04 02:23:00	true
441	2007-01-04 02:24:00	2007-01-04 03:23:00	true
442	2007-01-04 03:24:00	2007-01-04 04:23:00	true
443	2007-01-04 04:24:00	2007-01-04 05:23:00	true
444	2007-01-04 05:24:00	2007-01-04 06:23:00	true
445	2007-01-04 06:24:00	2007-01-04 07:23:00	true
446	2007-01-04 07:24:00	2007-01-04 08:23:00	true
447	2007-01-04 08:24:00	2007-01-04 09:23:00	true
448	2007-01-04 09:24:00	2007-01-04 10:23:00	true
449	2007-01-04 10:24:00	2007-01-04 11:23:00	true
450	2007-01-04 11:24:00	2007-01-04 12:23:00	true
451	2007-01-04 12:24:00	2007-01-04 13:23:00	true
452	2007-01-04 13:24:00	2007-01-04 14:23:00	true
453	2007-01-04 14:24:00	2007-01-04 15:23:00	true
454	2007-01-04 15:24:00	2007-01-04 16:23:00	true
455	2007-01-04 16:24:00	2007-01-04 17:23:00	true
456	2007-01-04 17:24:00	2007-01-04 18:23:00	true
457	2007-01-04 18:24:00	2007-01-04 19:23:00	true
458	2007-01-04 19:24:00	2007-01-04 20:23:00	true
459	2007-01-04 20:24:00	2007-01-04 21:23:00	true
460	2007-01-04 21:24:00	2007-01-04 22:23:00	true
461	2007-01-04 22:24:00	2007-01-04 23:23:00	true
462	2007-01-04 23:24:00	2007-01-05 00:23:00	true
463	2007-01-05 00:24:00	2007-01-05 01:23:00	true
